datetime,ssrd,strd,ssru,stru,t2m,u10m,v10m,sp,skt,ci,hice,fice,hsnow,ist
2019-10-10 00:00:00,0.0,181.5,0.0,247.800048828125,[257.11],[-1.75],[-3.630005],100710.0,255.24000549316406,1.0,0.4154081344604492,0.992949366569519,0.08373773097991943,255.9140625
2019-10-10 01:00:00,0.0,181.5,0.0,247.800048828125,[257.11],[-1.75],[-3.630005],100710.0,255.24000549316406,1.0,0.4154081344604492,0.992949366569519,0.08373773097991943,
2019-10-10 02:00:00,0.0,181.5,0.0,247.800048828125,[257.11],[-1.75],[-3.630005],100710.0,255.24000549316406,1.0,0.4154081344604492,0.992949366569519,0.08373773097991943,258.3134765625
2019-10-10 03:00:00,0.0,193.39990234375,0.0,249.199951171875,[258.89],[0.3500061],[-4.9100037],101070.0,257.69000244140625,1.0,0.43402671813964844,0.9928425550460815,0.08369195461273193,255.17578125
2019-10-10 04:00:00,0.0,193.39990234375,0.0,249.199951171875,[258.89],[0.3500061],[-4.9100037],101070.0,257.69000244140625,1.0,0.43402671813964844,0.9928425550460815,0.08369195461273193,253.6533203125
2019-10-10 05:00:00,0.0,193.39990234375,0.0,249.199951171875,[258.89],[0.3500061],[-4.9100037],101070.0,257.69000244140625,1.0,0.35436344146728516,0.9922168254852295,0.07178831100463867,251.25
2019-10-10 06:00:00,0.0,193.39990234375,0.0,249.199951171875,[258.89],[0.3500061],[-4.9100037],101070.0,257.69000244140625,1.0,0.35802650451660156,0.9924914836883545,0.07380282878875732,254.0498046875
2019-10-10 07:00:00,0.0,193.39990234375,0.0,249.199951171875,[258.89],[0.3500061],[-4.9100037],101070.0,257.69000244140625,1.0,0.35802650451660156,0.9924914836883545,0.07380282878875732,
2019-10-10 08:00:00,0.0,193.39990234375,0.0,249.199951171875,[258.89],[0.3500061],[-4.9100037],101070.0,257.69000244140625,1.0,0.35802650451660156,0.9924914836883545,0.07380282878875732,256.8798828125
2019-10-10 09:00:00,0.0,212.699951171875,0.0,254.199951171875,[259.21],[3.5899963],[-5.8399963],101430.0,258.3399963378906,1.0,0.35802650451660156,0.9924914836883545,0.07380282878875732,
2019-10-10 10:00:00,0.0,212.699951171875,0.0,254.199951171875,[259.21],[3.5899963],[-5.8399963],101430.0,258.3399963378906,1.0,0.35802650451660156,0.9924914836883545,0.07380282878875732,258.662109375
2019-10-10 11:00:00,0.0,212.699951171875,0.0,254.199951171875,[259.21],[3.5899963],[-5.8399963],101430.0,258.3399963378906,1.0,0.35863685607910156,0.9930561780929565,0.07586300373077393,259.0419921875
2019-10-10 12:00:00,0.0,212.699951171875,0.0,254.199951171875,[259.21],[3.5899963],[-5.8399963],101430.0,258.3399963378906,1.0,0.36474132537841797,0.9926136136054993,0.07947993278503418,
2019-10-10 13:00:00,0.0,212.699951171875,0.0,254.199951171875,[259.21],[3.5899963],[-5.8399963],101430.0,258.3399963378906,1.0,0.36474132537841797,0.9926136136054993,0.07947993278503418,254.44140625
2019-10-10 14:00:00,0.0,212.699951171875,0.0,254.199951171875,[259.21],[3.5899963],[-5.8399963],101430.0,258.3399963378906,1.0,0.36474132537841797,0.9926136136054993,0.07947993278503418,
